friction;middleCharge;otherCharge;otherparam;otherpara;AnzahlLinks;overlaps;stretches;position
.20000000000000000000;-18;-18;17;104;644;5;0;0
.20000000000000000000;-18;-18;17;108;644;5;0;0
.20000000000000000000;-18;-18;17;112;644;5;0;0
.20000000000000000000;-18;-18;17;116;644;5;0;0
.20000000000000000000;-18;-18;17;120;644;5;0;0
.20000000000000000000;-18;-18;18;100;644;25;0;0
.20000000000000000000;-18;-18;18;104;644;25;0;0
.20000000000000000000;-18;-18;18;108;644;25;0;0
.20000000000000000000;-18;-18;18;112;644;25;0;0
.20000000000000000000;-18;-18;18;116;644;25;0;0
.20000000000000000000;-18;-18;18;120;644;25;0;0
.20000000000000000000;-18;-18;19;100;644;63;0;0
.20000000000000000000;-18;-18;19;104;644;63;0;0
.20000000000000000000;-18;-18;19;108;644;69;0;0
.20000000000000000000;-18;-18;19;112;644;63;0;0
.20000000000000000000;-18;-18;19;116;644;56;0;0
.20000000000000000000;-18;-18;19;120;644;63;0;0
.20000000000000000000;-18;-18;20;100;644;87;0;0
.20000000000000000000;-18;-18;20;104;644;87;0;0
.20000000000000000000;-18;-18;20;108;644;87;0;0
.20000000000000000000;-18;-18;20;112;644;87;0;0
.20000000000000000000;-18;-18;20;116;644;87;0;0
.20000000000000000000;-18;-18;20;120;644;87;0;0
.20000000000000000000;-18;-12;15;100;644;0;0;0
.20000000000000000000;-18;-12;15;104;644;0;0;0
.20000000000000000000;-18;-12;15;108;644;0;0;0
.20000000000000000000;-18;-12;15;112;644;0;0;0
.20000000000000000000;-18;-12;15;116;644;0;0;0
.20000000000000000000;-18;-12;15;120;644;0;0;0
.20000000000000000000;-18;-12;16;100;644;1;0;0
.20000000000000000000;-18;-12;16;104;644;1;0;0
.20000000000000000000;-18;-12;16;108;644;1;0;0
.20000000000000000000;-18;-12;16;112;644;1;0;0
.20000000000000000000;-18;-12;16;116;644;1;0;0
.20000000000000000000;-18;-12;16;120;644;1;0;0
.20000000000000000000;-18;-12;17;100;644;5;0;0
.20000000000000000000;-18;-12;17;104;644;5;0;0
.20000000000000000000;-18;-12;17;108;644;5;0;0
.20000000000000000000;-18;-12;17;112;644;5;0;0
.20000000000000000000;-18;-12;17;116;644;3;0;0
.20000000000000000000;-18;-12;17;120;644;5;0;0
.20000000000000000000;-18;-12;18;100;644;25;0;0
.20000000000000000000;-18;-12;18;104;644;25;0;0
.20000000000000000000;-18;-12;18;108;644;25;0;0
.20000000000000000000;-18;-12;18;112;644;25;0;0
.20000000000000000000;-18;-12;18;116;644;25;0;0
.20000000000000000000;-18;-12;18;120;644;25;0;0
.20000000000000000000;-18;-12;19;100;644;61;0;0
.20000000000000000000;-18;-12;19;104;644;61;0;0
.20000000000000000000;-18;-12;19;108;644;61;0;0
.20000000000000000000;-18;-12;19;112;644;61;0;0
.20000000000000000000;-18;-12;19;116;644;61;0;0
.20000000000000000000;-18;-12;19;120;644;61;0;0
.20000000000000000000;-18;-12;20;100;644;87;0;0
.20000000000000000000;-18;-12;20;104;644;87;0;0
.20000000000000000000;-18;-12;20;108;644;87;0;0
.20000000000000000000;-18;-12;20;112;644;86;0;0
.20000000000000000000;-18;-12;20;116;644;87;0;0
.20000000000000000000;-18;-12;20;120;644;84;0;0
.20000000000000000000;-18;-6;15;100;644;0;0;0
.20000000000000000000;-18;-6;15;104;644;0;0;0
.20000000000000000000;-18;-6;15;108;644;0;0;0
.20000000000000000000;-18;-6;15;112;644;0;0;0
.20000000000000000000;-18;-6;15;116;644;0;0;0
.20000000000000000000;-18;-6;15;120;644;0;0;0
.20000000000000000000;-18;-6;16;100;644;1;0;0
.20000000000000000000;-18;-6;16;104;644;1;0;0
.20000000000000000000;-18;-6;16;108;644;1;0;0
.20000000000000000000;-18;-6;16;112;644;1;0;0
.20000000000000000000;-18;-6;16;116;644;1;0;0
.20000000000000000000;-18;-6;16;120;644;1;0;0
.20000000000000000000;-18;-6;17;100;644;5;0;0
.20000000000000000000;-18;-6;17;104;644;5;0;0
.20000000000000000000;-18;-6;17;108;644;5;0;0
.20000000000000000000;-18;-6;17;112;644;5;0;0
.20000000000000000000;-18;-6;17;116;644;5;0;0
.20000000000000000000;-18;-6;17;120;644;3;0;0
.20000000000000000000;-18;-6;18;100;644;25;0;0
.20000000000000000000;-18;-6;18;104;644;24;0;0
.20000000000000000000;-18;-6;18;108;644;24;0;0
.20000000000000000000;-18;-6;18;112;644;25;0;0
.20000000000000000000;-18;-6;18;116;644;25;0;0
.20000000000000000000;-18;-6;18;120;644;25;0;0
.20000000000000000000;-18;-6;19;100;644;64;0;0
.20000000000000000000;-18;-6;19;104;644;62;0;0
.20000000000000000000;-18;-6;19;108;644;62;0;0
.20000000000000000000;-18;-6;19;112;644;62;0;0
.20000000000000000000;-18;-6;19;116;644;65;0;0
.20000000000000000000;-18;-6;19;120;644;65;0;0
.20000000000000000000;-18;-6;20;100;644;87;0;0
.20000000000000000000;-18;-6;20;104;644;87;0;0
.20000000000000000000;-18;-6;20;108;644;87;0;0
.20000000000000000000;-18;-6;20;112;644;87;0;0
.20000000000000000000;-18;-6;20;116;644;87;0;0
.20000000000000000000;-18;-6;20;120;644;87;0;0
.20000000000000000000;-18;0;15;100;644;0;0;0
.20000000000000000000;-18;0;15;104;644;0;0;0
.20000000000000000000;-18;0;15;108;644;0;0;0
.20000000000000000000;-18;0;15;112;644;0;0;0
.20000000000000000000;-18;0;15;116;644;0;0;0
.20000000000000000000;-18;0;15;120;644;0;0;0
.20000000000000000000;-18;0;16;100;644;1;0;0
.20000000000000000000;-18;0;16;104;644;1;0;0
.20000000000000000000;-18;0;16;108;644;1;0;0
.20000000000000000000;-18;0;16;112;644;1;0;0
.20000000000000000000;-18;0;16;116;644;1;0;0
.20000000000000000000;-18;0;16;120;644;1;0;0
.20000000000000000000;-18;0;17;100;644;5;0;0
.20000000000000000000;-18;0;17;104;644;5;0;0
.20000000000000000000;-18;0;17;108;644;5;0;0
.20000000000000000000;-18;0;17;112;644;5;0;0
.20000000000000000000;-18;0;17;116;644;5;0;0
.20000000000000000000;-18;0;17;120;644;5;0;0
.20000000000000000000;-18;0;18;100;644;27;0;0
.20000000000000000000;-18;0;18;104;644;26;0;0
.20000000000000000000;-18;0;18;108;644;27;0;0
.20000000000000000000;-18;0;18;112;644;27;0;0
.20000000000000000000;-18;0;18;116;644;19;0;0
.20000000000000000000;-18;0;18;120;644;28;0;0
.20000000000000000000;-18;0;19;100;644;61;0;0
.20000000000000000000;-18;0;19;104;644;61;0;0
.20000000000000000000;-18;0;19;108;644;60;0;0
.20000000000000000000;-18;0;19;112;644;60;0;0
.20000000000000000000;-18;0;19;116;644;60;0;0
.20000000000000000000;-18;0;19;120;644;61;0;0
.20000000000000000000;-18;0;20;100;644;84;0;0
.20000000000000000000;-18;0;20;104;644;84;0;0
.20000000000000000000;-18;0;20;108;644;84;0;0
.20000000000000000000;-18;0;20;112;644;84;0;0
.20000000000000000000;-18;0;20;116;644;84;0;0
.20000000000000000000;-18;0;20;120;644;84;0;0
.20000000000000000000;-12;-30;15;100;644;0;0;0
.20000000000000000000;-12;-30;15;104;644;0;0;0
.20000000000000000000;-12;-30;15;108;644;0;0;0
.20000000000000000000;-12;-30;15;112;644;0;0;0
.20000000000000000000;-12;-30;15;116;644;0;0;0
.20000000000000000000;-12;-30;15;120;644;0;0;0
.20000000000000000000;-12;-30;16;100;644;1;0;0
.20000000000000000000;-12;-30;16;104;644;1;0;0
.20000000000000000000;-12;-30;16;108;644;1;0;0
.20000000000000000000;-12;-30;16;112;644;1;0;0
.20000000000000000000;-12;-30;16;116;644;1;0;0
.20000000000000000000;-12;-30;16;120;644;1;0;0
.20000000000000000000;-12;-30;17;100;644;3;0;0
.20000000000000000000;-12;-30;17;104;644;3;0;0
.20000000000000000000;-12;-30;17;108;644;3;0;0
.20000000000000000000;-12;-30;17;112;644;3;0;0
.20000000000000000000;-12;-30;17;116;644;3;0;0
.20000000000000000000;-12;-30;17;120;644;3;0;0
.20000000000000000000;-12;-30;18;100;644;21;0;0
.20000000000000000000;-12;-30;18;104;644;21;0;0
.20000000000000000000;-12;-30;18;108;644;21;0;0
.20000000000000000000;-12;-30;18;112;644;21;0;0
.20000000000000000000;-12;-30;18;116;644;21;0;0
.20000000000000000000;-12;-30;18;120;644;21;0;0
.20000000000000000000;-12;-30;19;100;644;47;0;0
.20000000000000000000;-12;-30;19;104;644;47;0;0
.20000000000000000000;-12;-30;19;108;644;47;0;0
.20000000000000000000;-12;-30;19;112;644;45;0;0
.20000000000000000000;-12;-30;19;116;644;41;0;0
.20000000000000000000;-12;-30;19;120;644;41;0;0
.20000000000000000000;-12;-30;20;100;644;87;0;0
.20000000000000000000;-12;-30;20;104;644;85;0;0
.20000000000000000000;-12;-30;20;108;644;86;0;0
.20000000000000000000;-12;-30;20;112;644;87;0;0
.20000000000000000000;-12;-30;20;116;644;87;0;0
.20000000000000000000;-12;-30;20;120;644;85;0;0
.20000000000000000000;-12;-24;15;100;644;0;0;0
.20000000000000000000;-12;-24;15;104;644;0;0;0
.20000000000000000000;-12;-24;15;108;644;0;0;0
.20000000000000000000;-12;-24;15;112;644;0;0;0
.20000000000000000000;-12;-24;15;116;644;0;0;0
.20000000000000000000;-12;-24;15;120;644;0;0;0
.20000000000000000000;-12;-24;16;100;644;1;0;0
.20000000000000000000;-12;-24;16;104;644;1;0;0
.20000000000000000000;-12;-24;16;108;644;1;0;0
.20000000000000000000;-12;-24;16;112;644;1;0;0
.20000000000000000000;-12;-24;16;116;644;1;0;0
.20000000000000000000;-12;-24;16;120;644;1;0;0
.20000000000000000000;-12;-24;17;100;644;3;0;0
.20000000000000000000;-12;-24;17;104;644;3;0;0
.20000000000000000000;-12;-24;17;108;644;3;0;0
.20000000000000000000;-12;-24;17;112;644;3;0;0
.20000000000000000000;-12;-24;17;116;644;3;0;0
.20000000000000000000;-12;-24;17;120;644;3;0;0
.20000000000000000000;-12;-24;18;100;644;21;0;0
.20000000000000000000;-12;-24;18;104;644;21;0;0
.20000000000000000000;-12;-24;18;108;644;21;0;0
.20000000000000000000;-12;-24;18;112;644;21;0;0
.20000000000000000000;-12;-24;18;116;644;13;0;0
.20000000000000000000;-12;-24;18;120;644;21;0;0
.20000000000000000000;-12;-24;19;100;644;51;0;0
.20000000000000000000;-12;-24;19;104;644;53;0;0
.20000000000000000000;-12;-24;19;108;644;47;0;0
.20000000000000000000;-12;-24;19;112;644;47;0;0
.20000000000000000000;-12;-24;19;116;644;47;0;0
.20000000000000000000;-12;-24;19;120;644;47;0;0
.20000000000000000000;-12;-24;20;100;644;85;0;0
.20000000000000000000;-12;-24;20;104;644;87;0;0
.20000000000000000000;-12;-24;20;108;644;87;0;0
.20000000000000000000;-12;-24;20;112;644;87;0;0
.20000000000000000000;-12;-24;20;116;644;87;0;0
.20000000000000000000;-12;-24;20;120;644;87;0;0
.20000000000000000000;-12;-18;15;100;644;0;0;0
.20000000000000000000;-12;-18;15;104;644;0;0;0
.20000000000000000000;-12;-18;15;108;644;0;0;0
.20000000000000000000;-12;-18;15;112;644;0;0;0
.20000000000000000000;-12;-18;15;116;644;0;0;0
.20000000000000000000;-12;-18;15;120;644;0;0;0
.20000000000000000000;-12;-18;16;100;644;1;0;0
.20000000000000000000;-12;-18;16;104;644;1;0;0
.20000000000000000000;-12;-18;16;108;644;1;0;0
.20000000000000000000;-12;-18;16;112;644;1;0;0
.20000000000000000000;-12;-18;16;116;644;1;0;0
.20000000000000000000;-12;-18;16;120;644;1;0;0
.20000000000000000000;-12;-18;17;100;644;5;0;0
.20000000000000000000;-12;-18;17;104;644;5;0;0
.20000000000000000000;-12;-18;17;108;644;3;0;0
.20000000000000000000;-12;-18;17;112;644;3;0;0
.20000000000000000000;-12;-18;17;116;644;5;0;0
.20000000000000000000;-12;-18;17;120;644;5;0;0
.20000000000000000000;-12;-18;18;100;644;25;0;0
.20000000000000000000;-12;-18;18;104;644;25;0;0
.20000000000000000000;-12;-18;18;108;644;27;0;0
.20000000000000000000;-12;-18;18;112;644;25;0;0
.20000000000000000000;-12;-18;18;116;644;25;0;0
.20000000000000000000;-12;-18;18;120;644;27;0;0
.20000000000000000000;-12;-18;19;100;644;61;0;0
.20000000000000000000;-12;-18;19;104;644;54;0;0
.20000000000000000000;-12;-18;19;108;644;61;0;0
.20000000000000000000;-12;-18;19;112;644;61;0;0
.20000000000000000000;-12;-18;19;116;644;69;0;0
.20000000000000000000;-12;-18;19;120;644;69;0;0
.20000000000000000000;-12;-18;20;100;644;87;0;0
.20000000000000000000;-12;-18;20;104;644;87;0;0
.20000000000000000000;-12;-18;20;108;644;87;0;0
.20000000000000000000;-12;-18;20;112;644;87;0;0
.20000000000000000000;-12;-18;20;116;644;87;0;0
.20000000000000000000;-12;-18;20;120;644;84;0;0
.20000000000000000000;-12;-12;15;100;644;0;0;0
.20000000000000000000;-12;-12;15;104;644;0;0;0
.20000000000000000000;-12;-12;15;108;644;0;0;0
.20000000000000000000;-12;-12;15;112;644;0;0;0
.20000000000000000000;-12;-12;15;116;644;0;0;0
.20000000000000000000;-12;-12;15;120;644;0;0;0
.20000000000000000000;-12;-12;16;100;644;1;0;0
.20000000000000000000;-12;-12;16;104;644;1;0;0
.20000000000000000000;-12;-12;16;108;644;1;0;0
.20000000000000000000;-12;-12;16;112;644;1;0;0
.20000000000000000000;-12;-12;16;116;644;1;0;0
.20000000000000000000;-12;-12;16;120;644;1;0;0
.20000000000000000000;-12;-12;17;100;644;5;0;0
.20000000000000000000;-12;-12;17;104;644;5;0;0
.20000000000000000000;-12;-12;17;108;644;5;0;0
.20000000000000000000;-12;-12;17;112;644;5;0;0
.20000000000000000000;-12;-12;17;116;644;5;0;0
.20000000000000000000;-12;-12;17;120;644;5;0;0
.20000000000000000000;-12;-12;18;100;644;25;0;0
.20000000000000000000;-12;-12;18;104;644;25;0;0
.20000000000000000000;-12;-12;18;108;644;25;0;0
.20000000000000000000;-12;-12;18;112;644;25;0;0
.20000000000000000000;-12;-12;18;116;644;25;0;0
.20000000000000000000;-12;-12;18;120;644;25;0;0
.20000000000000000000;-12;-12;19;100;644;61;0;0
.20000000000000000000;-12;-12;19;104;644;61;0;0
.20000000000000000000;-12;-12;19;108;644;61;0;0
.20000000000000000000;-12;-12;19;112;644;61;0;0
.20000000000000000000;-12;-12;19;116;644;61;0;0
.20000000000000000000;-12;-12;19;120;644;61;0;0
.20000000000000000000;-12;-12;20;100;644;87;0;0
.20000000000000000000;-12;-12;20;104;644;87;0;0
.20000000000000000000;-12;-12;20;108;644;87;0;0
.20000000000000000000;-12;-12;20;112;644;87;0;0
.20000000000000000000;-12;-12;20;116;644;87;0;0
.20000000000000000000;-12;-12;20;120;644;87;0;0
.20000000000000000000;-12;-6;15;100;644;0;0;0
.20000000000000000000;-12;-6;15;104;644;0;0;0
.20000000000000000000;-12;-6;15;108;644;0;0;0
.20000000000000000000;-12;-6;15;112;644;0;0;0
.20000000000000000000;-12;-6;15;116;644;0;0;0
.20000000000000000000;-12;-6;15;120;644;0;0;0
.20000000000000000000;-12;-6;16;100;644;1;0;0
.20000000000000000000;-12;-6;16;104;644;1;0;0
.20000000000000000000;-12;-6;16;108;644;1;0;0
.20000000000000000000;-12;-6;16;112;644;1;0;0
.20000000000000000000;-12;-6;16;116;644;1;0;0
.20000000000000000000;-12;-6;16;120;644;1;0;0
.20000000000000000000;-12;-6;17;100;644;5;0;0
.20000000000000000000;-12;-6;17;104;644;5;0;0
.20000000000000000000;-12;-6;17;108;644;5;0;0
.20000000000000000000;-12;-6;17;112;644;5;0;0
.20000000000000000000;-12;-6;17;116;644;5;0;0
.20000000000000000000;-12;-6;17;120;644;5;0;0
.20000000000000000000;-12;-6;18;100;644;25;0;0
.20000000000000000000;-12;-6;18;104;644;26;0;0
.20000000000000000000;-12;-6;18;108;644;26;0;0
.20000000000000000000;-12;-6;18;112;644;24;0;0
.20000000000000000000;-12;-6;18;116;644;24;0;0
.20000000000000000000;-12;-6;18;120;644;25;0;0
.20000000000000000000;-12;-6;19;100;644;68;0;0
.20000000000000000000;-12;-6;19;104;644;62;0;0
.20000000000000000000;-12;-6;19;108;644;62;0;0
.20000000000000000000;-12;-6;19;112;644;65;0;0
.20000000000000000000;-12;-6;19;116;644;65;0;0
.20000000000000000000;-12;-6;19;120;644;62;0;0
.20000000000000000000;-12;-6;20;100;644;87;0;0
.20000000000000000000;-12;-6;20;104;644;87;0;0
.20000000000000000000;-12;-6;20;108;644;87;0;0
.20000000000000000000;-12;-6;20;112;644;87;0;0
.20000000000000000000;-12;-6;20;116;644;87;0;0
.20000000000000000000;-12;-6;20;120;644;87;0;0
.20000000000000000000;-12;0;15;100;644;0;0;0
.20000000000000000000;-12;0;15;104;644;0;0;0
.20000000000000000000;-12;0;15;108;644;0;0;0
.20000000000000000000;-12;0;15;112;644;0;0;0
.20000000000000000000;-12;0;15;116;644;0;0;0
.20000000000000000000;-12;0;15;120;644;0;0;0
.20000000000000000000;-12;0;16;100;644;1;0;0
.20000000000000000000;-12;0;16;104;644;1;0;0
.20000000000000000000;-12;0;16;108;644;1;0;0
.20000000000000000000;-12;0;16;112;644;1;0;0
.20000000000000000000;-12;0;16;116;644;1;0;0
.20000000000000000000;-12;0;16;120;644;1;0;0
.20000000000000000000;-12;0;17;100;644;5;0;0
.20000000000000000000;-12;0;17;104;644;3;0;0
.20000000000000000000;-12;0;17;108;644;5;0;0
.20000000000000000000;-12;0;17;112;644;5;0;0
.20000000000000000000;-12;0;17;116;644;5;0;0
.20000000000000000000;-12;0;17;120;644;5;0;0
.20000000000000000000;-12;0;18;100;644;28;0;0
.20000000000000000000;-12;0;18;104;644;28;0;0
.20000000000000000000;-12;0;18;108;644;28;0;0
.20000000000000000000;-12;0;18;112;644;28;0;0
.20000000000000000000;-12;0;18;116;644;28;0;0
.20000000000000000000;-12;0;18;120;644;25;0;0
.20000000000000000000;-12;0;19;100;644;68;0;0
.20000000000000000000;-12;0;19;104;644;69;0;0
.20000000000000000000;-12;0;19;108;644;59;0;0
.20000000000000000000;-12;0;19;112;644;62;0;0
.20000000000000000000;-12;0;19;116;644;60;0;0
.20000000000000000000;-12;0;19;120;644;59;0;0
.20000000000000000000;-12;0;20;100;644;82;0;0
.20000000000000000000;-12;0;20;104;644;84;0;0
.20000000000000000000;-12;0;20;108;644;82;0;0
.20000000000000000000;-12;0;20;112;644;85;0;0
.20000000000000000000;-12;0;20;116;644;85;0;0
.20000000000000000000;-12;0;20;120;644;84;0;0
.20000000000000000000;-6;-30;15;100;644;0;0;0
.20000000000000000000;-6;-30;15;104;644;0;0;0
.20000000000000000000;-6;-30;15;108;644;0;0;0
.20000000000000000000;-6;-30;15;112;644;0;0;0
.20000000000000000000;-6;-30;15;116;644;0;0;0
.20000000000000000000;-6;-30;15;120;644;0;0;0
.20000000000000000000;-6;-30;16;100;644;1;0;0
.20000000000000000000;-6;-30;16;104;644;1;0;0
.20000000000000000000;-6;-30;16;108;644;1;0;0
.20000000000000000000;-6;-30;16;112;644;1;0;0
.20000000000000000000;-6;-30;16;116;644;1;0;0
.20000000000000000000;-6;-30;16;120;644;1;0;0
.20000000000000000000;-6;-30;17;100;644;3;0;0
.20000000000000000000;-6;-30;17;104;644;3;0;0
.20000000000000000000;-6;-30;17;108;644;3;0;0
.20000000000000000000;-6;-30;17;112;644;3;0;0
.20000000000000000000;-6;-30;17;116;644;3;0;0
.20000000000000000000;-6;-30;17;120;644;3;0;0
.20000000000000000000;-6;-30;18;100;644;21;0;0
.20000000000000000000;-6;-30;18;104;644;21;0;0
.20000000000000000000;-6;-30;18;108;644;21;0;0
.20000000000000000000;-6;-30;18;112;644;21;0;0
.20000000000000000000;-6;-30;18;116;644;21;0;0
.20000000000000000000;-6;-30;18;120;644;21;0;0
.20000000000000000000;-6;-30;19;100;644;47;0;0
.20000000000000000000;-6;-30;19;104;644;47;0;0
.20000000000000000000;-6;-30;19;108;644;47;0;0
.20000000000000000000;-6;-30;19;112;644;47;0;0
.20000000000000000000;-6;-30;19;116;644;43;0;0
.20000000000000000000;-6;-30;19;120;644;43;0;0
.20000000000000000000;-6;-30;20;100;644;88;0;0
.20000000000000000000;-6;-30;20;104;644;87;0;0
.20000000000000000000;-6;-30;20;108;644;85;0;0
.20000000000000000000;-6;-30;20;112;644;87;0;0
.20000000000000000000;-6;-30;20;116;644;87;0;0
.20000000000000000000;-6;-30;20;120;644;87;0;0
.20000000000000000000;-6;-24;15;100;644;0;0;0
.20000000000000000000;-6;-24;15;104;644;0;0;0
.20000000000000000000;-6;-24;15;108;644;0;0;0
.20000000000000000000;-6;-24;15;112;644;0;0;0
.20000000000000000000;-6;-24;15;116;644;0;0;0
.20000000000000000000;-6;-24;15;120;644;0;0;0
.20000000000000000000;-6;-24;16;100;644;1;0;0
.20000000000000000000;-6;-24;16;104;644;1;0;0
.20000000000000000000;-6;-24;16;108;644;1;0;0
.20000000000000000000;-6;-24;16;112;644;1;0;0
.20000000000000000000;-6;-24;16;116;644;1;0;0
.20000000000000000000;-6;-24;16;120;644;1;0;0
.20000000000000000000;-6;-24;17;100;644;5;0;0
.20000000000000000000;-6;-24;17;104;644;3;0;0
.20000000000000000000;-6;-24;17;108;644;5;0;0
.20000000000000000000;-6;-24;17;112;644;3;0;0
.20000000000000000000;-6;-24;17;116;644;3;0;0
.20000000000000000000;-6;-24;17;120;644;3;0;0
.20000000000000000000;-6;-24;18;100;644;21;0;0
.20000000000000000000;-6;-24;18;104;644;21;0;0
.20000000000000000000;-6;-24;18;108;644;21;0;0
.20000000000000000000;-6;-24;18;112;644;21;0;0
.20000000000000000000;-6;-24;18;116;644;21;0;0
.20000000000000000000;-6;-24;18;120;644;21;0;0
.20000000000000000000;-6;-24;19;100;644;51;0;0
.20000000000000000000;-6;-24;19;104;644;63;0;0
.20000000000000000000;-6;-24;19;108;644;57;0;0
.20000000000000000000;-6;-24;19;112;644;47;0;0
.20000000000000000000;-6;-24;19;116;644;52;0;0
.20000000000000000000;-6;-24;19;120;644;51;0;0
.20000000000000000000;-6;-24;20;100;644;87;0;0
.20000000000000000000;-6;-24;20;104;644;87;0;0
.20000000000000000000;-6;-24;20;108;644;87;0;0
.20000000000000000000;-6;-24;20;112;644;87;0;0
.20000000000000000000;-6;-24;20;116;644;87;0;0
.20000000000000000000;-6;-24;20;120;644;87;0;0
.20000000000000000000;-6;-18;15;100;644;0;0;0
.20000000000000000000;-6;-18;15;104;644;0;0;0
.20000000000000000000;-6;-18;15;108;644;0;0;0
.20000000000000000000;-6;-18;15;112;644;0;0;0
.20000000000000000000;-6;-18;15;116;644;0;0;0
.20000000000000000000;-6;-18;15;120;644;0;0;0
.20000000000000000000;-6;-18;16;100;644;1;0;0
.20000000000000000000;-6;-18;16;104;644;1;0;0
.20000000000000000000;-6;-18;16;108;644;1;0;0
.20000000000000000000;-6;-18;16;112;644;1;0;0
.20000000000000000000;-6;-18;16;116;644;1;0;0
.20000000000000000000;-6;-18;16;120;644;1;0;0
.20000000000000000000;-6;-18;17;100;644;3;0;0
.20000000000000000000;-6;-18;17;104;644;5;0;0
.20000000000000000000;-6;-18;17;108;644;5;0;0
.20000000000000000000;-6;-18;17;112;644;3;0;0
.20000000000000000000;-6;-18;17;116;644;5;0;0
.20000000000000000000;-6;-18;17;120;644;5;0;0
.20000000000000000000;-6;-18;18;100;644;25;0;0
.20000000000000000000;-6;-18;18;104;644;25;0;0
.20000000000000000000;-6;-18;18;108;644;27;0;0
